Estado civil,Modo de inscrição,Ordem de prioridade de escolha,Curso,Turno,Qualificação anterior,Qualificação anterior (Nota),Nacionalidade,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Nota de admissão,Deslocado,Necessidade de educação especial,Devedor,Pagamento em dia,Gênero,Bolsista,Idade na inscrição,Internacional,Unidades curriculares 1º semestre (creditadas),Unidades curriculares 1º semestre (inscritos),Unidades curriculares 1º semestre (avaliações),Unidades curriculares 1º semestre (aprovado),Unidades curriculares 1º semestre (nota),Unidades curriculares 1º semestre (sem avaliações),Unidades curriculares 2º semestre (creditadas),Unidades curriculares 2º semestre (inscritos),Unidades curriculares 2º semestre (avaliações),Unidades curriculares 2º semestre (aprovado),Unidades curriculares 2º semestre (nota),Unidades curriculares 2º semestre (sem avaliações),taxa de desemprego,Taxa de inflação,GDP,Target
Solteiro,Transferência,1,Enfermagem,Diurno,Ensino médio,100.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,100.0,sim,Não,não,sim,Feminino,sim,19,não,0,8,8,7,13.058571428571428,0,0,8,8,7,13.058571428571428,0,10.8,1.4,1.74,Graduado
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,150.0,Portugal,Ensino Secundário,Ensino Secundário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",155.6,não,Não,não,sim,Feminino,não,19,não,0,7,7,7,14.3,0,0,8,9,8,14.055555555555555,0,16.2,0.3,-0.92,Graduado
Solteiro,Mudança de curso,4,administração,Diurno,Ensino médio,124.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,117.4,não,Não,não,sim,Feminino,não,19,não,3,10,15,5,11.8,0,4,10,14,8,12.0,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada especial (Ilha dos Açores),3,Medicina Veterinária,Diurno,Ensino médio,141.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",128.8,sim,Não,não,sim,Feminino,não,19,não,0,5,9,3,10.333333333333334,1,0,5,8,3,13.0,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,121.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,117.5,sim,Não,não,sim,Feminino,não,18,não,0,6,7,6,10.571428571428571,0,0,6,11,3,11.666666666666666,0,16.2,0.3,-0.92,Graduado
Solteiro,Mudança de curso,1,Enfermagem,Diurno,Frequência do ensino superior,134.0,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,120.4,sim,Não,não,sim,Feminino,não,19,não,0,7,7,6,13.333333333333334,0,0,7,7,6,13.333333333333334,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,134.0,Portugal,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.9,não,Não,sim,sim,Feminino,não,18,não,0,6,10,6,11.857142857142858,0,0,6,9,5,11.0,0,13.9,-0.3,0.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,132.0,Portugal,Ensino Superior - Licenciatura,Ensino Básico 3º Ciclo,Pessoal Administrativo,Pessoal Administrativo,125.0,sim,Não,não,sim,Feminino,não,18,não,0,6,9,5,12.6,0,0,6,8,5,11.4,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,135.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",136.8,sim,Não,não,sim,Feminino,não,18,não,0,5,11,5,14.0,3,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,123.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",121.6,sim,Não,não,sim,Feminino,não,18,não,0,7,12,5,12.0,0,0,7,9,6,12.666666666666666,0,11.1,0.6,2.02,Matriculado
Solteiro,Titulares de diploma de especialização tecnológica,1,Engenharia de software,Diurno,Curso de especialização tecnológica,151.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",151.0,não,Não,sim,sim,Feminino,não,26,não,0,5,6,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Desistente
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,107.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",103.5,sim,Não,não,sim,Feminino,não,20,não,0,6,7,6,12.0,0,0,6,7,6,13.0,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Serviço Social (noturno),Noturno,Ensino médio,126.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,119.4,não,Não,não,sim,Feminino,não,19,não,0,6,6,6,12.666666666666666,0,0,6,6,6,11.666666666666666,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,133.0,Portugal,Desconhecido,Ensino básico 1º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,134.4,sim,Não,não,sim,Feminino,sim,18,não,0,6,6,6,12.166666666666666,0,0,6,9,6,13.666666666666666,0,9.4,-0.8,-3.12,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Serviço Social,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",143.0,não,Não,não,sim,Feminino,não,19,não,3,6,6,6,13.333333333333334,0,2,6,6,6,14.666666666666666,0,13.9,-0.3,0.79,Graduado
Solteiro,Titulares de outros cursos superiores,1,Educação básica (pedagogia),Diurno,Ensino superior - licenciatura (1.º ciclo),110.0,Portugal,Curso superior especializado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",110.0,não,Não,sim,sim,Feminino,não,40,não,0,7,8,7,15.0,0,0,7,7,7,14.571428571428571,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",132.5,sim,Não,não,sim,Feminino,sim,18,não,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,Graduado
Solteiro,2ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,122.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Trabalhadores Não Qualificados,Profissões das Forças Armadas,114.7,não,Não,não,sim,Feminino,não,19,não,0,6,9,5,12.166666666666666,0,0,6,8,6,12.428571428571429,0,13.9,-0.3,0.79,Graduado
Solteiro,2ª fase - Entrada geral,1,Equinicultura,Diurno,Ensino médio,156.0,Portugal,Ensino Superior - Licenciatura,12º Ano de Escolaridade - Não Concluído,Técnicos e Profissões de Nível Intermediário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",166.9,não,Não,não,sim,Feminino,não,18,não,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,129.0,Portugal,Ensino Secundário,Ensino Superior - Licenciatura,Técnicos e Profissões de Nível Intermediário,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",125.9,sim,Não,não,sim,Feminino,não,19,não,0,5,13,4,12.0,2,0,5,8,3,12.0,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,188.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,178.3,sim,Não,não,sim,Feminino,não,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Desistente
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,117.0,sim,Não,não,sim,Feminino,não,33,não,0,6,7,6,12.833333333333334,0,0,6,8,6,12.857142857142858,0,12.4,0.5,1.79,Graduado
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino superior — licenciatura,130.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",Especialistas em Atividades Intelectuais e Científicas,150.0,não,Não,não,sim,Feminino,não,35,não,0,6,10,6,14.0,0,0,6,11,6,13.1,0,16.2,0.3,-0.92,Graduado
Solteiro,Transferência,1,administração,Diurno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",130.0,sim,Não,não,sim,Feminino,não,26,não,3,5,5,4,13.0,0,1,5,7,2,12.0,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,140.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",135.1,sim,Não,não,sim,Feminino,não,18,não,0,6,7,6,13.5,0,0,6,8,6,12.5,0,9.4,-0.8,-3.12,Graduado
Solteiro,Mudança de curso,1,Serviço Social,Diurno,Ensino médio,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.0,não,Não,não,sim,Feminino,não,36,não,10,16,24,13,10.692307692307692,1,9,13,19,9,12.307692307692308,0,15.5,2.8,-4.06,Matriculado
Divorciado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",136.2,não,Não,não,sim,Feminino,não,39,não,0,5,6,5,11.0,0,0,5,9,5,11.666666666666666,0,10.8,1.4,1.74,Graduado
Casado,Maiores de 23 anos,1,Serviço Social,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,116.0,não,Não,não,sim,Feminino,não,44,não,0,6,8,6,13.0,0,0,6,6,6,13.833333333333334,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,2,Serviço Social (noturno),Noturno,Ensino médio,96.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,100.0,não,Não,não,sim,Feminino,não,20,não,0,6,10,5,12.0,0,0,6,9,4,11.25,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,117.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,116.3,sim,Não,não,sim,Feminino,não,24,não,0,6,9,4,12.6,0,0,6,6,4,11.5,0,12.7,3.7,-1.7,Desistente
Solteiro,Mudança de curso,1,Jornalismo e Comunicação,Diurno,Ensino médio,123.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,134.0,não,Não,não,sim,Feminino,sim,20,não,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,4,Animação e Design Multimédia,Diurno,Ensino médio,127.0,Portugal,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.2,sim,Não,não,não,Feminino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Casado,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,151.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",134.5,não,Não,sim,sim,Feminino,sim,18,não,0,7,7,6,14.2,0,0,7,7,6,14.2,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,127.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",120.7,não,Não,sim,não,Feminino,não,22,não,0,6,10,5,11.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,133.0,Portugal,Ensino Básico 3º Ciclo,Ensino Secundário,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",127.1,sim,Não,não,sim,Feminino,não,18,não,0,6,7,6,15.0,0,0,6,7,6,16.428571428571427,0,11.1,0.6,2.02,Graduado
Solteiro,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,133.0,não,Não,não,sim,Feminino,não,24,não,0,7,9,6,12.585714285714284,0,0,8,9,7,13.44285714285714,0,13.9,-0.3,0.79,Graduado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Outra Situação,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,128.2,não,Não,não,sim,Feminino,não,33,não,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Desistente
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Técnicos e Profissões de Nível Intermediário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,130.0,não,Não,sim,sim,Feminino,sim,30,não,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Matriculado
Solteiro,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino superior — mestrado (2.º ciclo),160.0,Portugal,Ensino Superior - Bacharelado,Curso de especialização tecnológica,Especialistas em Atividades Intelectuais e Científicas,Técnicos e Profissões de Nível Intermediário,172.0,não,Não,não,sim,Feminino,não,26,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Desistente
Solteiro,2ª fase - Entrada geral,4,Educação básica (pedagogia),Diurno,Ensino médio,140.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",128.5,sim,Não,não,sim,Feminino,não,18,não,0,6,7,6,11.666666666666666,0,0,6,10,6,11.833333333333334,0,10.8,1.4,1.74,Graduado
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,146.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",128.5,não,Não,sim,sim,Feminino,não,19,não,0,6,13,3,12.666666666666666,0,0,6,12,2,10.0,0,10.8,1.4,1.74,Desistente
Solteiro,2ª fase - Entrada geral,4,administração,Diurno,Ensino médio,112.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,112.0,sim,Não,não,sim,Feminino,não,20,não,0,5,10,3,10.333333333333334,0,0,5,9,4,11.0,2,16.2,0.3,-0.92,Matriculado
Solteiro,Titulares de diploma de licenciatura/tecnologo,1,Medicina Veterinária,Diurno,Curso técnico superior profissional,140.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,142.5,sim,Não,não,sim,Feminino,sim,22,não,7,11,18,8,13.5,0,4,9,16,7,13.714285714285714,0,8.9,1.4,3.51,Graduado
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,136.0,Portugal,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",133.0,sim,Não,não,sim,Feminino,não,19,não,0,7,8,5,13.98,0,0,7,8,5,13.98,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",106.0,sim,Não,não,sim,Feminino,sim,21,não,0,6,13,6,16.153846153846153,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,Graduado
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,136.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,125.5,sim,Não,não,sim,Feminino,sim,21,não,0,7,7,6,14.033333333333331,0,0,7,7,6,14.033333333333331,0,7.6,2.6,0.32,Graduado
Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,134.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",131.2,não,Não,não,sim,Feminino,não,19,não,0,5,8,1,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,122.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,191,Vendedores ambulantes (exceto alimentos) e prestadores de serviços ambulantes,112.9,sim,Não,não,sim,Feminino,sim,19,não,0,7,8,7,13.857142857142858,0,0,7,8,6,13.666666666666666,0,8.9,1.4,3.51,Graduado
Solteiro,1ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,138.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.8,sim,Não,não,sim,Feminino,não,18,não,0,8,8,7,13.414285714285716,0,0,8,8,7,13.414285714285716,0,12.7,3.7,-1.7,Desistente
Casado,Mudança de curso,1,Serviço Social (noturno),Noturno,Ensino médio,160.0,Portugal,Ensino básico 1º Ciclo,Curso de especialização tecnológica,Trabalhadores Não Qualificados,Pessoal Administrativo,140.9,não,Não,não,sim,Feminino,não,50,não,7,11,11,11,13.545454545454543,0,3,7,7,7,13.571428571428571,0,16.2,0.3,-0.92,Graduado
Divorciado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,130.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",148.0,não,Não,não,sim,Feminino,sim,31,não,0,5,11,4,11.25,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Matriculado
Solteiro,2ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,161.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",148.4,não,Não,não,sim,Feminino,sim,19,não,0,6,6,6,13.833333333333334,0,0,6,7,6,14.428571428571429,0,15.5,2.8,-4.06,Graduado
Divorciado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,140.0,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,"Trabalhadores de escritório, secretárias em geral e operadores de processamento de dados","Trabalhadores não qualificados na agricultura, produção animal, pesca e silvicultura",129.7,não,Não,não,sim,Feminino,não,35,não,0,5,8,5,12.0,0,0,5,9,5,12.857142857142858,0,13.9,-0.3,0.79,Graduado
Casado,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",128.2,não,Não,não,sim,Feminino,não,31,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Desistente
Casado,Mudança de instituição/curso,1,Serviço Social (noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,104.0,não,Não,sim,sim,Feminino,não,42,não,5,11,14,10,11.9,0,5,11,14,10,12.8,0,11.1,0.6,2.02,Matriculado
Solteiro,3ª fase - Entrada geral,4,administração,Diurno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,119.9,sim,Não,não,não,Feminino,não,34,não,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,152.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,141.0,sim,Não,não,sim,Feminino,sim,18,não,0,7,7,7,15.135714285714286,0,0,8,8,8,15.287499999999998,0,12.4,0.5,1.79,Graduado
